#,PLAYER,Team,Positions,Age,Value,Name,original_key,metadata,injury_body_part,depth_chart_order,sportradar_id,team_abbr,oddsjam_id,birth_date,active,stats_id,search_last_name,espn_id,full_name,search_rank,years_exp,player_id,fantasy_data_id,kalshi_id,yahoo_id,practice_participation,injury_start_date,depth_chart_position,injury_notes,status,gsis_id,competitions,age,practice_description,news_updated,hashtag,player_shard,last_name,birth_city,rotoworld_id,weight,team_changed_at,injury_status,sport,fantasy_positions,birth_country,team,opta_id,height,swish_id,college,search_full_name,first_name,high_school,position,pandascore_id,rotowire_id,birth_state,search_first_name,number,id,fullName,experience
283,Tobias Harris,DET,PF,33.3,1431.7007468611937,Tobias Harris,1487,{'channel_id': '1113936498413010944'},Ankle,1.0,82f09975-6a8d-42e4-b42c-a52b9349ed50,,BAF72287ADC1,1992-07-15,True,,harris,,Tobias Harris,98.0,14.0,1487,20000676.0,cbf135fe-afac-422d-8f3e-9f3291a954a1,,,,PF,Sprain,ACT,,[],33.0,,1762470301855.0,#tobiasharris-NBA-DET-12,0,Harris,,,226,,Out,nba,['PF'],,DET,,80,552523.0,Tennessee,tobiasharris,Tobias,Half Hollow Hills West (NY),PF,,3211.0,,tobias,12.0,6440,Tobias Harris,14.0
284,Jonathan Mogbo,TOR,"PF,C",24.0,1423.9241152383947,Jonathan Mogbo,2763,{'channel_id': '1113936519199981568'},,4.0,bdc15a29-e40d-49d1-a0a8-d21e95221e23,,7F4D607F80BC,2001-10-29,True,,mogbo,,Jonathan Mogbo,353.0,1.0,2763,20003237.0,994b09f9-3e74-44d3-8d9b-1a9347c3c92f,,,,C,,ACT,,[],24.0,,1762353319330.0,#jonathanmogbo-NBA-TOR-2,1,Mogbo,,,225,,,nba,"['C', 'PF']",,TOR,,81,1404902.0,San Francisco,jonathanmogbo,Jonathan,Forest Hill (FL),PF,,6310.0,,jonathan,2.0,5107897,Jonathan Mogbo,1.0
285,Tristan Da Silva,ORL,"SF,PF",24.5,1416.1754069490362,Tristan Da Silva,2711,{'channel_id': '1113936539382972416'},,2.0,98fa75e7-a46f-4483-a15b-053c5ca52604,,15597F5BD341,2001-05-15,True,,dasilva,,Tristan da Silva,555.0,1.0,2711,20003200.0,c692e967-4748-4212-9d05-f7f86b8dc5ea,,,,PF,,ACT,,[],24.0,,1762368921703.0,#tristandasilva-NBA-ORL-23,9,da Silva,,,217,,,nba,"['PF', 'SF']",,ORL,,80,1232528.0,Colorado,tristandasilva,Tristan,,PF,,6267.0,,tristan,23.0,4702382,Tristan da Silva,1.0
286,Dalton Knecht,LAL,"SG,SF",24.6,1408.4544221832948,Dalton Knecht,2709,{'channel_id': '1113936507153940480'},,3.0,816ef930-8918-4b1d-9f0e-d0d867e6956a,,5758992427D9,2001-04-19,True,,knecht,,Dalton Knecht,370.0,1.0,2709,20003194.0,9fe8d10d-75a2-459f-8214-2a808a6ca345,,,,SF,,ACT,,[],24.0,,1762396858703.0,#daltonknecht-NBA-LAL-4,9,Knecht,,,215,,,nba,"['PF', 'SF', 'SG']",,LAL,,78,1324634.0,Tennessee,daltonknecht,Dalton,Prairie View (CO),SF,,6258.0,,dalton,4.0,4897943,Dalton Knecht,1.0
287,Patrick Williams,CHI,PF,24.2,1400.7609632683561,Patrick Williams,2118,{'channel_id': '1113936485356142592'},,2.0,67f6467e-0acc-48ce-9872-a63225ef295c,,2B04FE967470,2001-08-26,True,,williams,,Patrick Williams,543.0,5.0,2118,20002529.0,a92fc5be-ca62-4f8c-b4dc-bd7b15cf755b,,,,PF,,ACT,,[],24.0,,1761837928982.0,#patrickwilliams-NBA-CHI-44,6,Williams,,,215,,,nba,['PF'],,CHI,,78,1174904.0,Florida State,patrickwilliams,Patrick,West Charlotte (NC),PF,,5122.0,,patrick,44.0,4431687,Patrick Williams,5.0
288,Marcus Domask,CHI,,25.4,1393.094834638052,Marcus Domask,2852,{'channel_id': '1145522018368638976'},,,95e9e8c8-0584-44f3-a4b8-1c3e555eddff,,1412638D1AAA,2000-06-09,True,,domask,,Marcus Domask,337.0,1.0,2852,,,,,,,,FA,,[],25.0,,1727908544882.0,#marcusdomask-NBA-FA,2,Domask,,,215,,,nba,"['PG', 'SF', 'SG']",,,,78,1175296.0,Illinois,marcusdomask,Marcus,Waupun Area (WI),SF,,6320.0,,marcus,,,,
289,Jordan Hawkins,NO,"SG,SF",23.5,1385.4558428030377,Jordan Hawkins,2576,{'channel_id': '1113936512342294528'},,3.0,1d7e4639-11b4-4358-96cb-028bfb166e64,,2FD33BD1678D,2002-04-29,True,,hawkins,,Jordan Hawkins,626.0,2.0,2576,20003041.0,7d455b73-8844-4041-aebc-4a6dd76274bc,,,,SG,,ACT,,[],23.0,,1762183205812.0,#jordanhawkins-NBA-NOP-24,3,Hawkins,,,190,,,nba,"['PG', 'SF', 'SG']",,NOP,,77,1327798.0,UConn,jordanhawkins,Jordan,DeMatha Catholic (MD),SG,,5935.0,,jordan,24.0,4683750,Jordan Hawkins,2.0
290,Nikola Djurisic,ATL,SF,21.7,1377.8437963214747,Nikola Djurisic,2757,{'channel_id': '1113936511088197632'},,6.0,8e0c0e99-7060-4dce-a76a-777c3ee22da8,,4723DD36A7E3,2004-02-23,True,,urisic,,Nikola Đurišić,537.0,1.0,2757,,,,,,SF,,ACT,,[],21.0,,1762467901134.0,#nikolaurisic-NBA-ATL-22,5,Đurišić,,,214,,,nba,"['PF', 'SF']",,ATL,,80,1373332.0,,nikolaurisic,Nikola,,PF,,5993.0,,nikola,22.0,5144067,Nikola Durisic,0.0
291,Cody Williams,UTA,"SG,SF",21.0,1370.2585057702581,Cody Williams,2725,{'channel_id': '1113936523775967232'},,5.0,f6db8914-5cdd-48d6-ac19-b64133d688cf,,836960C839E7,2004-11-20,True,,williams,,Cody Williams,510.0,1.0,2725,20003195.0,b3aba67a-2618-4ef7-a4cf-d116a7e9307f,,,,SF,,ACT,,[],20.0,,1761856530371.0,#codywilliams-NBA-UTA-5,1,Williams,,,190,,,nba,"['SF', 'SG']",,UTA,,80,1458830.0,Colorado,codywilliams,Cody,Perry (AZ),SF,,6259.0,,cody,5.0,4895758,Cody Williams,1.0
292,Craig Porter Jr.,CLE,"PG,SG",25.7,1362.6997837167255,Craig Porter,2640,{'channel_id': '1113936489009381376'},,3.0,7458ef96-cab7-433e-a761-4e93537f4b52,,CD8EC0704366,2000-02-26,True,,porter,,Craig Porter,274.0,2.0,2640,20003133.0,67469ff2-4ef3-45c9-8d29-f89a0a5f05c5,,,,PG,,ACT,,[],25.0,,1762444203165.0,#craigporter-NBA-CLE-9,1,Porter,,,180,,,nba,"['PG', 'SG']",,CLE,,73,1236197.0,Wichita State,craigporter,Craig,Terre Haute South Vigo (IN),PG,,6062.0,,craig,9.0,4701233,Craig Porter Jr.,2.0
293,Ricky Council IV,BKN,"SG,SF",24.3,1355.1674446908655,Ricky Council IV,2624,{'channel_id': '1113936494277427200'},,,3c721dcc-8d35-494a-aa85-b696c0ecda48,,A47B086589AB,2001-08-03,True,,council,,Ricky Council,810.0,2.0,2624,20003096.0,,,,,,,FA,,[],24.0,,1760819106267.0,#rickycouncil-NBA-FA,9,Council,,,207,,,nba,"['PG', 'SF', 'SG']",,,,78,,Arkansas,rickycouncil,Ricky,Southern Durham (NC),SG,,5965.0,,ricky,,4701234,Ricky Council IV,1.0
294,Tidjane Salaun,CHA,PF,20.2,1347.6613051580152,Tidjane Salaun,2736,{'channel_id': '1113936499432226816'},,3.0,50e0c4e6-dfe4-42ca-bf18-aa2630be21c9,,3E6BC75D94B8,2005-08-10,True,,salaun,,Tidjane Salaün,526.0,1.0,2736,20003222.0,4f6bd439-7fd8-4d25-bff5-72b1b2b46b4e,,,,SF,,ACT,,[],20.0,,1762186806103.0,#tidjanesalaun-NBA-CHA-31,0,Salaün,,,207,,,nba,"['C', 'PF']",,CHA,,82,1504463.0,,tidjanesalaun,Tidjane,,PF,,6262.0,,tidjane,31.0,5211176,Tidjane Salaun,1.0
295,Cam Christie,LAC,"SG,SF",20.3,1340.1811834920263,Cam Christie,2765,{'channel_id': '1113936521859170304'},,4.0,dac0090b-6d39-4275-98ac-db8aab39502f,,707B03662BC4,2005-07-24,True,,christie,,Cam Christie,311.0,1.0,2765,20003247.0,5cef9632-cd85-406e-8441-661e2cc1657c,,,,SF,,ACT,,[],20.0,,1762491302966.0,#camchristie-NBA-LAC-12,0,Christie,,,190,,,nba,"['SF', 'SG']",,LAC,,77,1460155.0,Minnesota,camchristie,Cam,Rolling Meadows (IL),SF,,6283.0,,cam,12.0,4845363,Cam Christie,1.0
296,Jaime Jaquez Jr.,MIA,"SG,SF",24.7,1332.7268999488952,Jaime Jaquez,2583,{'channel_id': '1113936524459638784'},,2.0,4b7ecb2a-ec19-4984-9472-92edf7e17acb,,726A9ED24956,2001-02-18,True,,jaquez,,Jaime Jaquez,161.0,2.0,2583,20003060.0,c122b588-a524-4086-a34a-d74de87ff68e,,,,SG,,ACT,,[],24.0,,1762446904385.0,#jaimejaquez-NBA-MIA-11,1,Jaquez,,,225,,,nba,"['SF', 'SG']",,MIA,,78,1176708.0,UCLA,jaimejaquez,Jaime,Camarillo (CA),SF,,5960.0,,jaime,11.0,4432848,Jaime Jaquez Jr.,2.0
297,Karlo Matkovic,NO,"PF,C",24.6,1325.2982766408404,Karlo Matkovic,2490,{'channel_id': '1118388249715306496'},,4.0,f15e21e4-a83a-4263-aeda-d2ecd2ed6e25,,597E09D7F59C,2001-03-30,True,,matkovic,,Karlo Matković,365.0,1.0,2490,20002931.0,b9084e59-a89e-4e65-a9ce-1a6ba889c465,,,,C,,ACT,,[],24.0,,1762353619412.0,#karlomatkovic-NBA-NOP-17,4,Matković,,,231,,,nba,"['C', 'PF']",,NOP,,82,1349638.0,,karlomatkovic,Karlo,,C,,5737.0,,karlo,17.0,4997538,Karlo Matkovic,1.0
298,Tre Jones,CHI,"PG,SG",25.8,1317.8951375108463,Tre Jones,2145,{'channel_id': '1113936515949395968'},,2.0,2d4ce4bc-b03a-40bc-b22c-dab27591a429,,D45700C1F1BD,2000-01-08,True,,jones,,Tre Jones,548.0,5.0,2145,20002566.0,0faf4911-89b0-49ae-a920-0912c6e6a92e,,,,PG,,ACT,,[],25.0,,1762181105601.0,#trejones-NBA-CHI-30,7,Jones,,,185,,,nba,"['PG', 'SF', 'SG']",,CHI,,73,1132030.0,Duke,trejones,Tre,Apple Valley (MN),SG,,5111.0,,tre,30.0,4395626,Tre Jones,5.0
299,Isaiah Stewart,DET,C,24.5,1310.517308307606,Isaiah Stewart,2159,{'channel_id': '1113936498526257152'},Ankle,2.0,9d4d6c87-78db-4556-b94a-bb8d566dd004,,5F65A3C82CB7,2001-05-22,True,,stewart,,Isaiah Stewart,567.0,5.0,2159,20002541.0,60e91db8-8128-4e53-9b13-eabdf6913ab5,,,,C,Sprain,ACT,,[],24.0,,1762567854650.0,#isaiahstewart-NBA-DET-28,4,Stewart,,,250,,Out,nba,['C'],,DET,,80,1177050.0,Washington,isaiahstewart,Isaiah,La Lumiere School (IN),C,,5137.0,,isaiah,28.0,4432810,Isaiah Stewart,5.0
300,Jerami Grant,POR,"SF,PF",31.7,1303.1646165609363,Jerami Grant,1512,{'channel_id': '1113936533418672128'},,2.0,5b315e15-6633-4ce2-8200-71b821553314,,628DC7694C25,1994-03-12,True,,grant,,Jerami Grant,135.0,11.0,1512,20000727.0,0770fc2a-26b9-44c5-ab2c-26815ea7c6b0,,,,PF,,ACT,,[],31.0,,1762448404552.0,#jeramigrant-NBA-POR-9,3,Grant,,,213,,,nba,['PF'],,POR,,79,699826.0,Syracuse,jeramigrant,Jerami,DeMatha (MD),PF,,3588.0,,jerami,9.0,2991070,Jerami Grant,11.0
301,Vince Williams Jr.,MEM,"SG,SF",25.2,1295.8368915575556,Vince Williams,2466,{'channel_id': '1113936504142430208'},,3.0,0e5eb37e-e112-4587-98d8-8a9b46254f28,,394FA428C03D,2000-08-30,True,,williams,,Vince Williams,477.0,3.0,2466,20002927.0,7703f943-6ac6-4d53-a056-e3b8a10ab262,,,,SF,,ACT,,[],25.0,,1762182306448.0,#vincewilliams-NBA-MEM-5,9,Williams,,,205,,,nba,"['SF', 'SG']",,MEM,,76,1134869.0,VCU,vincewilliams,Vince,St. John's Jesuit (OH),SF,,5734.0,,vince,5.0,4397227,Vince Williams Jr.,3.0
302,Peyton Watson,DEN,"SF,PF",23.2,1288.5339643173393,Peyton Watson,2454,{'channel_id': '1113936537810108416'},,2.0,abfc35ea-baf0-4aff-b69a-30732ddf2b1b,,795DC4A7C148,2002-09-11,True,,watson,,Peyton Watson,620.0,3.0,2454,20002920.0,8e984869-9ba4-4b5c-98b6-f815ed76f9c8,,,,PF,,ACT,,[],23.0,,1761977148338.0,#peytonwatson-NBA-DEN-8,3,Watson,,,200,,,nba,"['PF', 'SF']",,DEN,,80,1326502.0,UCLA,peytonwatson,Peyton,Long Beach Poly (CA),SF,,5722.0,,peyton,8.0,4576087,Peyton Watson,3.0
303,Brice Sensabaugh,UTA,"SF,PF",22.0,1281.255667569898,Brice Sensabaugh,2581,{'channel_id': '1113936523662721024'},,4.0,e747747c-3053-4ad3-a44d-7ac0b9cbdb4c,,48F89FF00975,2003-10-30,True,,sensabaugh,,Brice Sensabaugh,399.0,2.0,2581,20003050.0,7619f24f-d512-47c2-9fb5-a5f1b30b7ef4,,,,SF,,ACT,,[],22.0,,1761856530369.0,#bricesensabaugh-NBA-UTA-28,7,Sensabaugh,,,235,,,nba,"['PF', 'SF']",,UTA,,78,1408260.0,Ohio State,bricesensabaugh,Brice,Lake Highland Prep (FL),SF,,5937.0,,brice,28.0,5105839,Brice Sensabaugh,2.0
304,Trendon Watford,PHI,"PF,C",25.0,1274.0018357316203,Trendon Watford,2325,{'channel_id': '1113936502112387072'},,3.0,9f4181d5-0999-46ba-b466-d90ded24268a,,07B7D1949B5C,2000-11-09,True,,watford,,Trendon Watford,382.0,4.0,2325,20002723.0,40a4cc2c-91d4-45c2-9324-d2a527c010f6,,,,PF,,ACT,,[],24.0,,1762356919649.0,#trendonwatford-NBA-PHI-12,5,Watford,,,237,,,nba,"['C', 'PF', 'SF']",,PHI,,80,1176529.0,LSU,trendonwatford,Trendon,Mountain Brook (AL),PF,,5358.0,,trendon,12.0,4431675,Trendon Watford,4.0
305,Kyle Kuzma,MIL,"SF,PF",30.3,1266.7723048830576,Kyle Kuzma,1799,{'channel_id': '1113936496538157056'},,2.0,4fae86e2-4f99-4247-af85-d917b4389d31,,2F80F21FE649,1995-07-24,True,,kuzma,,Kyle Kuzma,127.0,8.0,1799,20001858.0,29359ac2-6049-4cf0-a4da-d8b5cc354ad5,,,,PF,,ACT,,[],30.0,,1762374322420.0,#kylekuzma-NBA-MIL-18,5,Kuzma,,,221,,,nba,"['PF', 'SF']",,MIL,,80,844476.0,Utah,kylekuzma,Kyle,Bentley (MI),PF,,4167.0,,kyle,18.0,3134907,Kyle Kuzma,8.0
306,Clint Capela,HOU,C,31.5,1259.5669127466954,Clint Capela,1541,{'channel_id': '1113936511784452096'},,3.0,c37dafbb-a269-41f6-813f-bdb4da388203,,E87B5898CC9E,1994-05-18,True,,capela,,Clint Capela,174.0,11.0,1541,20000549.0,9e825975-01c2-44c3-90b4-b1d961fae03b,,,,C,,ACT,,[],31.0,,1762053354572.0,#clintcapela-NBA-HOU-30,7,Capela,,,256,,,nba,['C'],,HOU,,82,830647.0,,clintcapela,Clint,,C,,3587.0,,clint,30.0,3102529,Clint Capela,11.0
307,Terry Rozier,MIA,PG,31.6,1252.3854986651004,Terry Rozier,1632,{'channel_id': '1113936525449494528'},Not Injury Related,6.0,d1ee8ac8-f550-4269-ab4f-604b7bba441a,,369A7DB9741A,1994-03-17,True,,rozier,,Terry Rozier,490.0,10.0,1632,20001413.0,046ebcd9-cc1d-400f-b308-909bd691fa31,,,,PG,,NWT,,[],31.0,,1761238505985.0,#terryrozier-NBA-MIA-2,4,Rozier,,,190,,Out,nba,['PG'],,MIA,,73,786293.0,Louisville,terryrozier,Terry,Hargrave Military Academy (VA),PG,,3736.0,,terry,2.0,3074752,Terry Rozier,10.0
308,Day'Ron Sharpe,BKN,C,24.0,1245.2279035794254,Day'Ron Sharpe,2275,{'channel_id': '1113936501235777536'},,2.0,1c82e36d-8975-4778-9d49-d872d2f3f1be,,2795588453B8,2001-11-06,True,,sharpe,,Day'Ron Sharpe,523.0,4.0,2275,20002697.0,bdc30a2b-ccdb-4476-a901-be2a0b9d08f0,,,,C,,ACT,,[],24.0,,1762270512773.0,#dayronsharpe-NBA-BKN-20,8,Sharpe,,,265,,,nba,['C'],,BKN,,82,1243725.0,North Carolina,dayronsharpe,Day'Ron,Montverde Academy (FL),C,,5418.0,,dayron,20.0,4432194,Day'Ron Sharpe,4.0
309,Jrue Holiday,POR,"PG,SG",35.4,1238.0939700082781,Jrue Holiday,1265,{'channel_id': '1113936514141650944'},,1.0,65700e81-3aa0-49a9-8a94-004f2cfb64e5,,6F061BE081C4,1990-06-12,True,,holiday,,Jrue Holiday,123.0,16.0,1265,20000474.0,b75478af-67c3-4a19-9cee-b2930a77d78d,,,,PG,,ACT,,[],35.0,,1762448404568.0,#jrueholiday-NBA-POR-5,0,Holiday,,,220,,,nba,"['PG', 'SG']",,POR,,76,457576.0,UCLA,jrueholiday,Jrue,Campbell Hall (CA),PG,,3029.0,,jrue,5.0,3995,Jrue Holiday,16.0
310,Jalen Smith,CHI,C,25.6,1230.9835420269173,Jalen Smith,2156,{'channel_id': '1113936485486166016'},,2.0,689cb3b0-a7cc-45b5-860d-007597029c8c,,D700561D799F,2000-03-16,True,,smith,,Jalen Smith,553.0,5.0,2156,20002535.0,37104adf-2343-40fe-8d8a-a11f89d037e8,,,,C,,ACT,,[],25.0,,1762181405642.0,#jalensmith-NBA-CHI-25,9,Smith,,,215,,,nba,['C'],,CHI,,80,1133792.0,Maryland,jalensmith,Jalen,Mount Saint Joseph (MD),C,,5169.0,,jalen,25.0,4397189,Jalen Smith,5.0
311,Josh Green,CHA,"SG,SF",25.0,1223.8964652468148,Josh Green,2155,{'channel_id': '1113936500774404096'},Shoulder,2.0,bda65c13-f2d4-43ec-b058-b7807bec4867,,228401628BF0,2000-11-16,True,,green,,Josh Green,517.0,5.0,2155,20002543.0,69db2a9d-b98d-47aa-accf-d082d6daa2b6,,,,SF,Surgery,ACT,,[],24.0,,1762467901146.0,#joshgreen-NBA-CHA-10,2,Green,,,200,,Out,nba,"['SF', 'SG']",,CHA,,78,1193670.0,Arizona,joshgreen,Josh,IMG Academy (FL),SG,,5192.0,,josh,10.0,4432811,Josh Green,5.0
312,Cole Anthony,MIL,PG,25.5,1216.8325867955427,Cole Anthony,2165,"{'channel_id': '1113936539605270528', 'injury_override_regular_2020_11': 'Out'}",,2.0,b6ba1ad1-c57b-4215-8ded-5eeee7171017,,FDCF31EB6E08,2000-05-15,True,,anthony,,Cole Anthony,479.0,5.0,2165,20002540.0,a20be196-e2d2-4852-a73b-85d04c4845d8,,,,PG,,ACT,,[],25.0,,1762355719545.0,#coleanthony-NBA-MIL-50,7,Anthony,,,185,,,nba,['PG'],,MIL,,74,1185943.0,North Carolina,coleanthony,Cole,Oak Hill Academy (VA),PG,,5232.0,,cole,50.0,4432809,Cole Anthony,5.0
313,Wendell Carter Jr.,ORL,C,26.6,1209.7917552969757,Wendell Carter,1883,{'channel_id': '1113936538942570496'},,1.0,744d5db7-b0be-474a-a58b-6ddf7ae35567,,E089AADE38DE,1999-04-16,True,,carter,,Wendell Carter,167.0,7.0,1883,20001996.0,708d8ae3-92df-416c-9629-917d1d20edd6,,,,C,,ACT,,[],26.0,,1762090558643.0,#wendellcarter-NBA-ORL-34,4,Carter,,,270,,,nba,['C'],,ORL,,82,1060912.0,Duke,wendellcarter,Wendell,Pace Academy (GA),C,,4407.0,,wendell,34.0,4277847,Wendell Carter Jr.,7.0
314,Gary Trent Jr.,MIL,"SG,SF",26.8,1202.773820851835,Gary Trent,1982,{'channel_id': '1119029907645558784'},,1.0,62daf16f-0c4c-46ae-9e54-0d34d6fdef85,,E742754A7BD0,1999-01-18,True,,trent,,Gary Trent,202.0,7.0,1982,20002027.0,9e660772-5491-4a0f-a408-84b184a62f61,,,,SF,,ACT,,[],26.0,,1762089358681.0,#garytrent-NBA-MIL-5,2,Trent,,,204,,,nba,"['SF', 'SG']",,MIL,,77,1060908.0,Duke,garytrent,Gary,Prolific Prep (CA),SG,,4433.0,,gary,5.0,4277843,Gary Trent Jr.,7.0
315,D'Angelo Russell,DAL,PG,29.7,1195.7786350185415,D'Angelo Russell,1621,{'channel_id': '1113936507942469632'},,1.0,dbf09e15-1cd8-434e-acda-9527735ef4d6,,51A46A138D73,1996-02-23,True,,russell,,D'Angelo Russell,109.0,10.0,1621,20001458.0,e278cbc7-f046-4b4f-a38a-03e05a4c5d84,,,,PG,,ACT,,[],29.0,,1762403459388.0,#dangelorussell-NBA-DAL-5,6,Russell,,,193,,,nba,['PG'],,DAL,,75,844038.0,Ohio State,dangelorussell,D'Angelo,Montverde Academy (FL),PG,,3708.0,,dangelo,5.0,3136776,D'Angelo Russell,10.0
316,GG Jackson II,MEM,"SF,PF",20.9,1188.8060507943737,GG Jackson,2603,{'channel_id': '1113936504587026432'},,5.0,28549c0f-c6e6-4757-a515-dbc2e1b78007,,728C08D801C4,2004-12-17,True,,jackson,,GG Jackson,385.0,2.0,2603,20003064.0,f438ad3e-c75f-45b5-af2a-bf90dbf16fdd,,,,SF,,ACT,,[],20.0,,1762544106948.0,#ggjackson-NBA-MEM-45,8,Jackson,,,210,,,nba,"['PF', 'SF']",,MEM,,81,1405584.0,South Carolina,ggjackson,GG,Ridgeview (SC),SF,,5946.0,,gg,45.0,5105550,GG Jackson,2.0
317,Trayce Jackson-Davis,GS,C,25.7,1181.8559225969293,Trayce Jackson-Davis,2597,{'channel_id': '1113936493086244864'},,3.0,7df31401-85c4-449f-bc87-f605145ef7ba,,1F188BF54EC4,2000-02-22,True,,jacksondavis,,Trayce Jackson-Davis,524.0,2.0,2597,20003065.0,1cefe214-8a3b-42d1-a667-4e30137e88b9,,,,C,,ACT,,[],25.0,,1762353919464.0,#traycejacksondavis-NBA-GSW-32,2,Jackson-Davis,,,245,,,nba,['C'],,GSW,,81,1187569.0,Indiana,traycejacksondavis,Trayce,Center Grove (IN),C,,5944.0,,trayce,32.0,4431684,Trayce Jackson-Davis,2.0
318,Jusuf Nurkic,UTA,C,31.2,1174.9281062458867,Jusuf Nurkic,1583,{'channel_id': '1113936530755289088'},,1.0,a8b48aa9-cf98-4a87-8bba-e88eead8cdaa,,4001629E2FBA,1994-08-23,True,,nurkic,,Jusuf Nurkić,187.0,11.0,1583,20000827.0,cbc365fe-ea91-4ddb-b25b-57806890404e,,,,C,,ACT,,[],31.0,,1762398658874.0,#jusufnurkic-NBA-UTA-30,7,Nurkić,,,290,,,nba,['C'],,UTA,,83,830642.0,,jusufnurkic,Jusuf,,C,,3580.0,,jusuf,30.0,3102530,Jusuf Nurkic,11.0
319,Tyus Jones,ORL,PG,29.5,1168.0224589450645,Tyus Jones,1614,{'channel_id': '1124473353600507904'},,2.0,cbc0a3b2-985e-4484-9cb6-6891337b18b7,,D354D0E8C6B3,1996-05-10,True,,jones,,Tyus Jones,170.0,10.0,1614,20001430.0,060893cf-54aa-4987-8984-66e7bc6c6fa3,,,,PG,,ACT,,[],29.0,,1762098958667.0,#tyusjones-NBA-ORL-2,4,Jones,,,196,,,nba,['PG'],,ORL,,72,842297.0,Duke,tyusjones,Tyus,Apple Valley (MN),PG,,3739.0,,tyus,2.0,3135046,Tyus Jones,10.0
320,Luke Kennard,ATL,"PG,SG",29.4,1161.1388392647514,Luke Kennard,1777,{'channel_id': '1124473344960241664'},Illness,2.0,a537047d-c29f-4dfe-99b0-3bac4e258dc7,,8582AE9B0B03,1996-06-24,True,,kennard,,Luke Kennard,375.0,8.0,1777,20001840.0,3b01a74c-dbf7-4948-a75e-824710916ac9,,,,SG,,ACT,,[],29.0,,1762560354162.0,#lukekennard-NBA-ATL-3,5,Kennard,,,206,,Out,nba,"['PG', 'SG']",,ATL,,77,887661.0,Duke,lukekennard,Luke,Franklin (OH),SG,,4123.0,,luke,3.0,3913174,Luke Kennard,8.0
321,Jamal Shead,TOR,PG,23.3,1154.277107124337,Jamal Shead,2764,{'channel_id': '1113936519430668288'},,2.0,c5df8387-9b94-4109-bcf5-96d850e994a9,,3563CFD62F22,2002-07-24,True,,shead,,Jamal Shead,611.0,1.0,2764,20003246.0,f83d6641-0625-400e-a269-cd3e02d45813,,,,PG,,ACT,,[],23.0,,1762124101038.0,#jamalshead-NBA-TOR-23,5,Shead,,,200,,,nba,['PG'],,TOR,,73,1231795.0,Houston,jamalshead,Jamal,John B. Connally (TX),PG,,6296.0,,jamal,23.0,4432241,Jamal Shead,1.0
322,Isaiah Jackson,IND,C,23.8,1147.4371237751984,Isaiah Jackson,2260,{'channel_id': '1113936490540302336'},,1.0,067d9f05-a6b8-4a4b-854c-3364234e62b1,,3A162EEA37D7,2002-01-10,True,,jackson,,Isaiah Jackson,423.0,4.0,2260,20002673.0,f7e7a36e-601e-4130-a819-fa9f752bd14a,,,,C,,ACT,,[],23.0,,1762276514030.0,#isaiahjackson-NBA-IND-22,1,Jackson,,,205,,,nba,['C'],,IND,,80,1245934.0,Kentucky,isaiahjackson,Isaiah,Waterford Mott (MI),C,,5403.0,,isaiah,22.0,4432170,Isaiah Jackson,4.0
323,Miles McBride,NY,"PG,SG",25.2,1140.6187517838753,Miles McBride,2256,{'channel_id': '1113936487168081920'},,2.0,355a6113-d842-40be-9e74-90bb0800aabe,,54069682E392,2000-09-08,True,,mcbride,,Miles McBride,506.0,4.0,2256,20002692.0,a5b8f7e8-2d48-42da-8ebb-8200ac9b0a07,,,,PG,,ACT,,[],25.0,,1762444503149.0,#milesmcbride-NBA-NYK-2,3,McBride,,,195,,,nba,['PG'],,NYK,,74,1175084.0,West Virginia,milesmcbride,Miles,Moeller (OH),PG,,5402.0,,miles,2.0,4431823,Miles McBride,4.0
324,Tre Mann,CHA,"PG,SG",24.8,1133.8218550154852,Tre Mann,2297,{'channel_id': '1113936499654524928'},,2.0,5b681679-4d8c-4964-bbba-5ed058257745,,109474AA9844,2001-02-03,True,,mann,,Tre Mann,572.0,4.0,2297,20002676.0,2749b30f-ae8f-4883-bf7f-0c8d362c7f60,,,,PG,,ACT,,[],24.0,,1762562753427.0,#tremann-NBA-CHA-23,3,Mann,,,178,,,nba,"['PG', 'SG']",,CHA,,76,1175356.0,Florida,tremann,Tre,The Villages (FL),PG,,5331.0,,tre,23.0,4432819,Tre Mann,4.0
325,Keldon Johnson,SA,"SF,PF",26.1,1127.0462986174352,Keldon Johnson,2065,{'channel_id': '1113936515840344064'},,2.0,190797ba-a6f4-4286-9d5e-d157ff834829,,F34EFECEA2DA,1999-10-11,True,,johnson,,Keldon Johnson,175.0,6.0,2065,20002309.0,8193b1fe-f78e-4709-9845-3e1b53dc66b7,,,,SF,,ACT,,[],26.0,,1762179305429.0,#keldonjohnson-NBA-SAS-3,1,Johnson,,,220,,,nba,"['PF', 'SF']",,SAS,,78,1134174.0,Kentucky,keldonjohnson,Keldon,Park View (VA),PF,,4782.0,,keldon,3.0,4395723,Keldon Johnson,6.0
