Rank,Name,Age,Team,Positions,Value,cleaned_name,player_id,sport,number,active,depth_chart_position,age,birth_day,status,years_exp,depth_chart_order,height,weight,college,team,both
279.0,Chris Paul,39.6,SA,PG,1416.1754069490362,Chris Paul,1339,nba,3.0,True,PG,39.0,1985-05-06,ACT,19.0,1.0,72.0,190.0,Wake Forest,SAS,True
280.0,Grant Williams,26.0,CHA,"PF,C",1408.4544221832948,Grant Williams,2061,nba,2.0,True,C,25.0,1998-11-30,ACT,5.0,5.0,78.0,236.0,Tennessee,CHA,True
281.0,Kyle Anderson,31.2,GS,"SF,PF",1400.760963268356,Kyle Anderson,1548,nba,1.0,True,SF,31.0,1993-09-20,ACT,10.0,2.0,81.0,250.0,UCLA,GSW,True
282.0,Ulrich Chomche,18.9,TOR,PF,1393.094834638052,Ulrich Chomche,2762,nba,22.0,True,C,18.0,2005-12-30,TWO-WAY,0.0,5.0,82.0,232.0,,TOR,True
283.0,Adem Bona,21.7,PHI,C,1385.4558428030375,Adem Bona,2749,nba,30.0,True,C,21.0,2003-03-28,ACT,0.0,4.0,80.0,243.0,UCLA,PHI,True
284.0,Eric Gordon,35.9,PHI,"SG,SF",1377.8437963214749,Eric Gordon,1277,nba,23.0,True,SG,35.0,1988-12-25,ACT,16.0,2.0,75.0,215.0,Indiana,PHI,True
285.0,Tim Hardaway Jr.,32.7,DET,"SG,SF",1370.258505770258,Tim Hardaway,1029,nba,8.0,True,SF,32.0,1992-03-16,ACT,11.0,1.0,77.0,205.0,Michigan,DET,True
286.0,Moritz Wagner,27.6,ORL,C,1362.6997837167255,Moritz Wagner,1932,nba,21.0,True,C,27.0,1997-04-26,ACT,6.0,2.0,83.0,245.0,Michigan,ORL,True
287.0,Markelle Fultz,26.5,FA,"PG,SG",1355.1674446908655,Markelle Fultz,1772,nba,,True,,26.0,1998-05-29,FA,6.0,,76.0,209.0,Washington,,True
288.0,Luke Kornet,29.4,BOS,C,1347.6613051580152,Luke Kornet,1759,nba,40.0,True,C,29.0,1995-07-15,ACT,7.0,4.0,86.0,255.0,Vanderbilt,BOS,True
290.0,Dariq Whitehead,20.3,BKN,"SG,SF",1332.7268999488952,Dariq Whitehead,2570,nba,0.0,True,PF,20.0,2004-08-01,ACT,1.0,8.0,78.0,220.0,Duke,BKN,True
291.0,Malik Beasley,28.0,DET,SG,1325.2982766408404,Malik Beasley,1749,nba,5.0,True,SG,28.0,1996-11-26,ACT,8.0,2.0,76.0,187.0,Florida State,DET,True
292.0,Tyler Kolek,23.7,NY,PG,1317.8951375108463,Tyler Kolek,2742,nba,13.0,True,PG,23.0,2001-03-27,ACT,0.0,3.0,75.0,195.0,Marquette,NYK,True
293.0,Xavier Tillman Sr.,25.9,BOS,"PF,C",1310.517308307606,Xavier Tillman,2163,nba,26.0,True,C,25.0,1999-01-12,ACT,4.0,5.0,80.0,250.0,Michigan State,BOS,True
294.0,Ajay Mitchell,22.4,OKC,PG,1303.1646165609363,Ajay Mitchell,2772,nba,25.0,True,PG,22.0,2002-06-25,TWO-WAY,0.0,2.0,75.0,200.0,UC Santa Barbara,OKC,True
295.0,KJ Simpson,22.3,CHA,PG,1295.8368915575556,KJ Simpson,2751,nba,25.0,True,PG,22.0,2002-08-08,TWO-WAY,0.0,4.0,74.0,189.0,Colorado,CHA,True
296.0,Bol Bol,25.0,PHO,"PF,C",1288.5339643173393,Bol Bol,2105,nba,11.0,True,PF,25.0,1999-11-16,ACT,5.0,5.0,86.0,220.0,Oregon,PHX,True
297.0,Larry Nance Jr.,31.9,ATL,C,1281.255667569898,Larry Nance,1620,nba,22.0,True,PF,31.0,1993-01-01,ACT,9.0,3.0,80.0,245.0,Wyoming,ATL,True
298.0,Dario Saric,30.6,DEN,"PF,C",1274.0018357316203,Dario Saric,1674,nba,9.0,True,C,30.0,1994-04-08,ACT,7.0,3.0,82.0,225.0,,DEN,True
299.0,Juan Nunez,20.5,SA,PG,1266.7723048830576,Juan Nunez,2760,nba,,True,,20.0,2004-06-04,FA,0.0,,76.0,175.0,,,True
300.0,Bones Hyland,24.2,LAC,"PG,SG",1259.5669127466954,Bones Hyland,2303,nba,5.0,True,PG,24.0,2000-09-14,ACT,3.0,3.0,74.0,169.0,VCU,LAC,True
301.0,Jamal Shead,22.3,TOR,PG,1252.3854986651004,Jamal Shead,2764,nba,23.0,True,PG,22.0,2002-07-24,ACT,0.0,3.0,72.0,201.0,Houston,TOR,True
302.0,Harrison Barnes,32.5,SA,"SF,PF",1245.2279035794254,Harrison Barnes,1092,nba,40.0,True,PF,32.0,1992-05-30,ACT,12.0,1.0,80.0,225.0,North Carolina,SAS,True
303.0,Talen Horton-Tucker,24.0,CHI,"PG,SG",1238.093970008278,Talen Horton-Tucker,2043,nba,22.0,True,SF,24.0,2000-11-25,ACT,5.0,4.0,76.0,234.0,Iowa State,CHI,True
304.0,Jett Howard,21.2,ORL,SF,1230.9835420269171,Jett Howard,2591,nba,13.0,True,SF,21.0,2003-09-14,ACT,1.0,2.0,78.0,215.0,Michigan,ORL,True
305.0,Kevon Looney,28.8,GS,"PF,C",1223.8964652468148,Kevon Looney,1598,nba,5.0,True,C,28.0,1996-02-06,ACT,9.0,2.0,81.0,249.0,UCLA,GSW,True
306.0,Craig Porter Jr.,24.8,CLE,"PG,SG",1216.8325867955427,Craig Porter,2640,nba,9.0,True,PG,24.0,2000-02-26,ACT,1.0,5.0,73.0,180.0,Wichita State,CLE,True
308.0,Dante Exum,29.4,DAL,"PG,SG",1202.773820851835,Dante Exum,1555,nba,0.0,True,PG,29.0,1995-07-13,ACT,8.0,7.0,77.0,214.0,,DAL,True
309.0,Quentin Grimes,24.6,DAL,"SG,SF",1195.7786350185415,Quentin Grimes,2258,nba,5.0,True,SG,24.0,2000-05-08,ACT,3.0,2.0,77.0,210.0,Houston,DAL,True
310.0,Terrence Shannon Jr.,24.3,MIN,SG,1188.8060507943735,Terrence Shannon,2716,nba,0.0,True,SG,24.0,2000-07-30,ACT,0.0,5.0,78.0,217.0,Illinois,MIN,True
311.0,Nick Smith Jr.,20.6,CHA,"PG,SG",1181.8559225969293,Nick Smith,2569,nba,8.0,True,SG,20.0,2004-04-18,ACT,1.0,4.0,74.0,185.0,Arkansas,CHA,True
312.0,Cam Christie,19.3,LAC,SG,1174.9281062458867,Cam Christie,2765,nba,12.0,True,SG,19.0,2005-07-24,ACT,0.0,8.0,78.0,190.0,Minnesota,LAC,True
313.0,Kentavious Caldwell-Pope,31.8,ORL,"SG,SF",1168.0224589450645,Kentavious Caldwell-Pope,1141,nba,3.0,True,SG,31.0,1993-02-18,ACT,11.0,1.0,77.0,204.0,Georgia,ORL,True
314.0,Santi Aldama,23.9,MEM,"PF,C",1161.1388392647514,Santi Aldama,2281,nba,7.0,True,PF,23.0,2001-01-10,ACT,3.0,2.0,84.0,215.0,Loyola (MD),MEM,True
315.0,Mike Conley,37.1,MIN,PG,1154.277107124337,Mike Conley,1200,nba,10.0,True,PG,37.0,1987-10-11,ACT,17.0,1.0,73.0,180.0,Ohio State,MIN,True
316.0,Spencer Dinwiddie,31.6,DAL,"PG,SG",1147.4371237751984,Spencer Dinwiddie,1516,nba,26.0,True,PG,31.0,1993-04-06,ACT,10.0,3.0,77.0,215.0,Colorado,DAL,True
317.0,Mo Bamba,26.5,LAC,C,1140.6187517838753,Mo Bamba,1994,nba,4.0,True,C,26.0,1998-05-12,ACT,6.0,2.0,84.0,231.0,Texas,LAC,True
318.0,Gary Payton II,32.0,GS,"SG,SF",1133.8218550154852,Gary Payton,1726,nba,0.0,True,SF,31.0,1992-12-01,ACT,8.0,4.0,74.0,195.0,Oregon State,GSW,True
319.0,Dalano Banton,25.1,POR,"SG,SF",1127.0462986174352,Dalano Banton,2290,nba,5.0,True,SG,25.0,1999-11-07,ACT,3.0,2.0,80.0,204.0,Nebraska,POR,True
320.0,Trey Alexander,22.6,DEN,SG,1120.2919490033546,Trey Alexander,2827,nba,23.0,True,SG,21.0,2003-05-02,TWO-WAY,0.0,3.0,76.0,190.0,Creighton,DEN,True
321.0,Richaun Holmes,31.1,WAS,C,1113.5586738372913,Richaun Holmes,1603,nba,22.0,True,C,31.0,1993-10-15,ACT,9.0,4.0,81.0,235.0,Bowling Green,WAS,True
322.0,Royce O'Neale,31.5,PHO,"SF,PF",1106.846342018167,Royce O'Neale,1841,nba,0.0,True,SF,31.0,1993-06-05,ACT,7.0,2.0,78.0,220.0,Baylor,PHX,True
323.0,Ousmane Dieng,21.5,OKC,"SF,PF",1100.1548236644448,Ousmane Dieng,2482,nba,13.0,True,C,21.0,2003-05-21,ACT,2.0,3.0,81.0,185.0,,OKC,True
324.0,Caleb Houstan,21.9,ORL,"SG,SF",1093.4839900990592,Caleb Houstan,2478,nba,2.0,True,SF,21.0,2003-01-09,ACT,2.0,4.0,80.0,205.0,Michigan,ORL,True
325.0,Drew Eubanks,27.8,UTA,C,1086.8337138345669,Drew Eubanks,1951,nba,15.0,True,C,27.0,1997-02-01,ACT,6.0,2.0,82.0,245.0,Oregon State,UTA,True
326.0,Josh Richardson,31.2,MIA,"PG,SG",1080.2038685585285,Josh Richardson,1644,nba,0.0,True,SG,31.0,1993-09-15,ACT,9.0,4.0,77.0,200.0,Tennessee,MIA,True
327.0,Cody Martin,29.2,CHA,"SG,SF",1073.5943291191145,Cody Martin,2030,nba,11.0,True,SF,29.0,1995-09-28,ACT,5.0,2.0,78.0,205.0,Nevada,CHA,True
328.0,Dillon Jones,23.1,OKC,SF,1067.0049715109235,Dillon Jones,2727,nba,3.0,True,PF,23.0,2001-10-29,ACT,0.0,2.0,77.0,235.0,Weber State,OKC,True
329.0,Killian Hayes,23.3,BKN,"PG,SG",1060.4356728610328,Killian Hayes,2182,nba,,True,,23.0,2001-07-27,FA,4.0,,77.0,195.0,,,True
330.0,Bojan Bogdanovic,35.6,BKN,"SF,PF",1053.8863114152373,Bojan Bogdanovic,1522,nba,44.0,True,PF,35.0,1989-04-18,ACT,10.0,9.0,79.0,226.0,,BKN,True
331.0,Josh Okogie,26.2,PHO,"SG,SF",1047.356766524521,Josh Okogie,1920,nba,2.0,True,SF,26.0,1998-09-01,ACT,6.0,3.0,76.0,212.0,Georgia Tech,PHX,True
332.0,Sasha Vezenkov,29.3,FA,"SF,PF",1040.8469186317195,Sasha Vezenkov,2410,nba,,True,,29.0,1995-08-06,FA,2.0,,80.0,225.0,,,True
333.0,Jalen McDaniels,26.8,SAC,"SF,PF",1034.3566492583814,Jalen McDaniels,2027,nba,,True,,26.0,1998-01-31,FA,5.0,,81.0,205.0,San Diego State,,True
334.0,Josh Minott,22.0,MIN,"SF,PF",1027.8858409918305,Josh Minott,2465,nba,8.0,True,SF,22.0,2002-11-25,ACT,2.0,3.0,80.0,212.0,Memphis,MIN,True
335.0,Emoni Bates,20.8,CLE,"SG,SF",1021.4343774724256,Emoni Bates,2593,nba,21.0,True,PG,20.0,2004-01-28,TWO-WAY,1.0,6.0,80.0,170.0,Eastern Michigan,CLE,True
336.0,Duop Reath,28.4,POR,C,1015.0021433809944,Duop Reath,2654,nba,26.0,True,C,28.0,1996-06-26,ACT,0.0,5.0,81.0,245.0,LSU,POR,True
337.0,Christian Wood,29.2,LAL,"PF,C",1008.5890244264848,Christian Wood,1600,nba,35.0,True,C,29.0,1995-09-27,ACT,8.0,6.0,80.0,214.0,UNLV,LAL,True
338.0,Trey Jemison,25.0,NO,C,1002.1949073337564,Trey Jemison,2681,nba,55.0,True,C,25.0,1999-11-28,TWO-WAY,1.0,4.0,82.0,260.0,UAB,NOP,True
339.0,Vasilije Micic,30.9,CHA,"PG,SG",995.8196798315984,Vasilije Micic,2638,nba,22.0,True,PG,30.0,1994-01-13,ACT,1.0,3.0,75.0,188.0,,CHA,True
340.0,Jalen Hood-Schifino,21.4,LAL,"PG,SG",989.4632306408804,Jalen Hood-Schifino,2572,nba,0.0,True,PG,21.0,2003-06-19,ACT,1.0,5.0,77.0,215.0,Indiana,LAL,True
341.0,Pat Connaughton,31.9,MIL,"SG,SF",983.1254494629138,Pat Connaughton,1652,nba,24.0,True,PF,31.0,1993-01-06,ACT,9.0,4.0,77.0,209.0,Notre Dame,MIL,True
342.0,Ochai Agbaji,24.6,TOR,"SG,SF",976.8062269679612,Ochai Agbaji,2434,nba,30.0,True,PF,24.0,2000-04-20,ACT,2.0,1.0,77.0,215.0,Kansas,TOR,True
343.0,Jaylin Williams,22.4,OKC,"PF,C",970.5054547839154,Jaylin Williams,2845,nba,,True,,24.0,2000-07-26,FA,0.0,,80.0,245.0,Auburn,,True
344.0,John Konchar,28.7,MEM,"SG,SF",964.2230254851602,John Konchar,2039,nba,46.0,True,SF,28.0,1996-03-22,ACT,5.0,5.0,77.0,210.0,Purdue Fort Wayne,MEM,True
345.0,Vít Krejcí,24.4,ATL,"SG,SF",957.9588325815675,Vit Krejci,2185,nba,27.0,True,SG,24.0,2000-06-19,ACT,3.0,3.0,80.0,195.0,,ATL,True
346.0,Steven Adams,31.4,HOU,C,951.71277050768,Steven Adams,1432,nba,12.0,True,C,31.0,1993-07-20,ACT,10.0,2.0,83.0,265.0,Pittsburgh,HOU,True
347.0,Luke Kennard,28.4,MEM,SG,945.484734612024,Luke Kennard,1777,nba,10.0,True,SF,28.0,1996-06-24,ACT,7.0,2.0,77.0,206.0,Duke,MEM,True
348.0,Dorian Finney-Smith,31.6,BKN,"SF,PF,C",939.2746211465948,Dorian Finney-Smith,1728,nba,28.0,True,PF,31.0,1993-05-04,ACT,8.0,1.0,79.0,220.0,Florida,BKN,True
349.0,Seth Curry,34.3,CHA,SG,933.0823272564884,Seth Curry,1041,nba,30.0,True,SG,34.0,1990-08-23,ACT,10.0,2.0,73.0,185.0,Duke,CHA,True
350.0,Gabe Vincent,28.5,LAL,"PG,SG",926.9077509696764,Gabe Vincent,2084,nba,7.0,True,SG,28.0,1996-06-14,ACT,5.0,2.0,74.0,204.0,UC Santa Barbara,LAL,True
351.0,Kevin McCullar Jr.,23.7,NY,SF,920.7507911869308,Kevin McCullar,2741,nba,9.0,True,SF,23.0,2001-03-15,TWO-WAY,0.0,7.0,78.0,210.0,Kansas,NYK,True
352.0,Cam Spencer,24.6,MEM,SG,914.6113476718948,Cam Spencer,2752,nba,24.0,True,SG,24.0,2000-04-06,TWO-WAY,0.0,5.0,76.0,205.0,UConn,MEM,True
353.0,Olivier-Maxence Prosper,22.4,DAL,PF,908.4893210412883,Olivier-Maxence Prosper,2585,nba,8.0,True,PF,22.0,2002-07-03,ACT,1.0,5.0,80.0,215.0,Marquette,DAL,True
354.0,Enrique Freeman,24.3,IND,PF,902.3846127552588,Enrique Freeman,2746,nba,8.0,True,PF,24.0,2000-07-29,TWO-WAY,0.0,4.0,79.0,215.0,Akron,IND,True
355.0,Ömer Yurtseven,26.4,FA,C,896.2971251078561,Omer Yurtseven,2172,nba,,True,,26.0,1998-06-19,FA,2.0,,83.0,275.0,Georgetown,,True
356.0,Tristan Vukcevic,21.7,WAS,C,890.2267612176602,Tristan Vukcevic,2596,nba,0.0,True,C,21.0,2003-03-11,TWO-WAY,1.0,7.0,83.0,223.0,,WAS,True
357.0,Jalen Slawson,25.1,ORL,SF,884.1734250185236,Jalen Slawson,2617,nba,,True,,25.0,1999-10-22,FA,1.0,,79.0,215.0,Furman,,True
358.0,Oso Ighodaro,22.4,PHO,C,878.1370212504444,Oso Ighodaro,2771,nba,4.0,True,C,22.0,2002-07-14,ACT,0.0,2.0,83.0,227.0,Marquette,PHX,True
359.0,Tristen Newton,23.6,IND,PG,872.1174554505869,Tristen Newton,2745,nba,4.0,True,PG,23.0,2001-04-26,TWO-WAY,0.0,4.0,77.0,190.0,UConn,IND,True
360.0,Naji Marshall,26.8,DAL,"SG,SF",866.1146339443967,Naji Marshall,2233,nba,13.0,True,SF,26.0,1998-01-24,ACT,4.0,2.0,79.0,225.0,Xavier,DAL,True
361.0,Delon Wright,32.6,MIL,"PG,SG",860.1284638368634,Delon Wright,1636,nba,55.0,True,PG,32.0,1992-04-26,ACT,9.0,2.0,77.0,185.0,Utah,MIL,True
362.0,Blake Wesley,21.7,SA,"PG,SG",854.1588530038844,Blake Wesley,2450,nba,14.0,True,PG,21.0,2003-03-16,ACT,2.0,3.0,75.0,190.0,Notre Dame,SAS,True
363.0,Isaiah Livers,26.3,FA,"SF,PF",848.2057100837774,Isaiah Livers,2270,nba,,True,,26.0,1998-07-28,FA,2.0,,78.0,232.0,Michigan,,True
364.0,Jaden Springer,22.2,BOS,SG,842.2689444688658,Jaden Springer,2264,nba,44.0,True,SG,22.0,2002-09-25,ACT,3.0,4.0,76.0,216.0,Tennessee,BOS,True
365.0,Jalen Bridges,23.5,PHO,SF,836.3484662972278,Jalen Bridges,2778,nba,15.0,True,SF,23.0,2001-05-14,TWO-WAY,0.0,8.0,79.0,210.0,West Virginia,PHX,True
366.0,Bronny James,20.1,LAL,SG,830.444186444518,Bronny James,2755,nba,9.0,True,PG,20.0,2004-10-06,ACT,0.0,4.0,74.0,212.0,USC,LAL,True
367.0,Kenyon Martin Jr.,23.9,PHI,"SF,PF",824.5560165159222,Kenyon Martin,1037,nba,,False,,46.0,1977-12-30,RET,15.0,,81.0,225.0,Cincinnati,,True
368.0,Simone Fontecchio,29.0,DET,"SF,PF",818.6838688382268,Simone Fontecchio,2497,nba,19.0,True,PF,28.0,1995-12-09,ACT,2.0,2.0,79.0,209.0,,DET,True
369.0,Keshad Johnson,23.4,MIA,PF,812.8276564519674,Keshad Johnson,2767,nba,16.0,True,PF,23.0,2001-06-23,TWO-WAY,0.0,7.0,79.0,225.0,Arizona,MIA,True
370.0,Jae'Sean Tate,29.1,HOU,"SF,PF",806.9872931037207,Jae'Sean Tate,2193,nba,8.0,True,SF,29.0,1995-10-28,ACT,4.0,5.0,77.0,226.0,Ohio State,HOU,True
371.0,Kris Dunn,30.7,LAC,"PG,SG",801.1626932384643,Kris Dunn,1691,nba,8.0,True,SG,30.0,1994-03-18,ACT,8.0,1.0,75.0,205.0,Providence,LAC,True
372.0,Jeremiah Robinson-Earl,24.1,NO,"PF,C",795.353771992075,Jeremiah Robinson-Earl,2298,nba,50.0,True,C,24.0,2000-11-03,ACT,3.0,2.0,80.0,240.0,Villanova,NOP,True
373.0,Sam Merrill,28.5,CLE,SG,789.5604451838954,Sam Merrill,2139,nba,5.0,True,SG,28.0,1996-05-15,ACT,4.0,3.0,76.0,205.0,Utah State,CLE,True
374.0,Johnny Davis,22.7,WAS,"SG,SF",783.7826293094204,Johnny Davis,2437,nba,1.0,True,SF,22.0,2002-02-27,ACT,2.0,4.0,76.0,195.0,Wisconsin,WAS,True
375.0,David Jones,23.0,PHI,SF,778.0202415330768,David Jones,2818,nba,18.0,True,SG,23.0,2001-11-24,TWO-WAY,0.0,5.0,75.0,211.0,Memphis,UTA,True
376.0,Quinten Post,24.7,GS,C,772.2731996810908,Quinten Post,2747,nba,21.0,True,C,24.0,2000-03-21,TWO-WAY,0.0,4.0,84.0,250.0,Boston College,GSW,True
377.0,Jesse Edwards,24.7,MIN,C,766.5414222344662,Jesse Edwards,2829,nba,14.0,True,C,24.0,2000-03-18,TWO-WAY,0.0,6.0,84.0,237.0,West Virginia,MIN,True
379.0,Charles Bassey,24.1,SA,C,755.1233377136305,Charles Bassey,2265,nba,28.0,True,C,24.0,2000-10-28,ACT,3.0,3.0,82.0,240.0,Western Kentucky,SAS,True
380.0,Bruno Fernando,26.3,TOR,C,749.4368708132988,Bruno Fernando,2048,nba,24.0,True,C,26.0,1998-08-15,ACT,5.0,3.0,81.0,240.0,Maryland,TOR,True
381.0,Haywood Highsmith,28.0,MIA,"SF,PF",743.7653486526633,Haywood Highsmith,1901,nba,24.0,True,PF,27.0,1996-12-09,ACT,4.0,1.0,77.0,220.0,Wheeling (WV),MIA,True
382.0,Aaron Wiggins,25.9,OKC,"SG,SF",738.1086928843342,Aaron Wiggins,2299,nba,21.0,True,SF,25.0,1999-01-02,ACT,3.0,1.0,77.0,190.0,Maryland,OKC,True
383.0,Reggie Jackson,34.6,PHI,"PG,SG",732.4668257754056,Reggie Jackson,1427,nba,0.0,True,PG,34.0,1990-04-16,ACT,13.0,5.0,74.0,208.0,Boston College,PHI,True
384.0,Chris Duarte,27.5,CHI,SG,726.8396702010541,Chris Duarte,2261,nba,27.0,True,SG,27.0,1997-06-13,ACT,3.0,7.0,77.0,190.0,Oregon,CHI,True
385.0,Aleksej Pokuševski,22.9,FA,"PF,C",721.2271496382145,Aleksej Pokusevski,2183,nba,,True,,22.0,2001-12-26,FA,3.0,,84.0,210.0,,,True
387.0,Jaxson Hayes,24.5,LAL,"PF,C",710.0457104262023,Jaxson Hayes,2053,nba,11.0,True,C,24.0,2000-05-23,ACT,5.0,2.0,84.0,225.0,Texas,LAL,True
388.0,Monte Morris,29.4,PHO,"PG,SG",704.4766416838811,Monte Morris,1873,nba,23.0,True,PG,29.0,1995-06-27,ACT,7.0,3.0,74.0,183.0,Iowa State,PHX,True
389.0,Lonnie Walker,26.0,BOS,"SG,SF",698.9219077546877,Lonnie Walker,1953,nba,,True,,25.0,1998-12-14,FA,5.0,,76.0,204.0,Miami (FL),,True
390.0,Cam Reddish,25.2,LAL,"SG,SF",693.3814350322682,Cam Reddish,2049,nba,5.0,True,PF,25.0,1999-09-01,ACT,5.0,2.0,79.0,230.0,Duke,LAL,True
391.0,Jericho Sims,26.1,NY,C,687.8551504757543,Jericho Sims,2257,nba,20.0,True,C,26.0,1998-10-20,ACT,3.0,2.0,82.0,254.0,Texas,NYK,True
392.0,Cameron Payne,30.3,NY,"PG,SG",682.3429816039752,Cameron Payne,1651,nba,1.0,True,PG,30.0,1994-08-08,ACT,9.0,2.0,75.0,183.0,Murray State,NYK,True
393.0,Shake Milton,28.2,BKN,"PG,SG",676.8448564897571,Shake Milton,1900,nba,7.0,True,PG,28.0,1996-09-26,ACT,6.0,3.0,77.0,205.0,SMU,BKN,True
394.0,James Nnaji,20.3,FA,C,671.3607037542915,James Nnaji,2598,nba,,True,,20.0,2004-08-14,ACT,1.0,,83.0,226.0,,,True
395.0,Kobe Brown,24.9,LAC,PF,665.8904525615799,Kobe Brown,2579,nba,21.0,True,C,24.0,2000-01-01,ACT,1.0,4.0,79.0,250.0,Missouri,LAC,True
396.0,Derrick Jones Jr.,27.8,LAC,"SF,PF",660.4340326129368,Derrick Jones,1736,nba,55.0,True,PF,27.0,1997-02-15,ACT,8.0,1.0,78.0,210.0,UNLV,LAC,True
397.0,Al Horford,38.5,BOS,"PF,C",654.9913741415694,Al Horford,1257,nba,42.0,True,C,38.0,1986-06-03,ACT,17.0,2.0,81.0,246.0,Florida,BOS,True
398.0,Alec Burks,33.4,MIA,"SG,SF",649.562407907235,Alec Burks,1354,nba,18.0,True,SG,33.0,1991-07-20,ACT,13.0,3.0,77.0,214.0,Colorado,MIA,True
399.0,Justin Champagnie,23.4,WAS,"SG,SF",644.1470651909385,Justin Champagnie,2324,nba,9.0,True,SF,23.0,2001-06-29,TWO-WAY,3.0,5.0,78.0,206.0,Pittsburgh,WAS,True
400.0,Luka Garza,25.9,MIN,C,638.7452777897361,Luka Garza,2268,nba,55.0,True,C,25.0,1998-12-27,ACT,3.0,4.0,82.0,243.0,Iowa ,MIN,True
401.0,Trendon Watford,24.0,BKN,"PF,C",633.356978011554,Trendon Watford,2325,nba,9.0,True,PF,24.0,2000-11-09,ACT,3.0,3.0,80.0,237.0,LSU,BKN,True
402.0,Dean Wade,28.0,CLE,"SF,PF",627.9820986701252,Dean Wade,2008,nba,32.0,True,PF,28.0,1996-11-20,ACT,5.0,2.0,81.0,228.0,Kansas State,CLE,True
403.0,Malachi Flynn,26.6,SA,PG,622.6205730799466,Malachi Flynn,2147,nba,,True,,26.0,1998-05-09,FA,3.0,,73.0,185.0,San Diego State,,True
404.0,James Bouknight,24.2,FA,SG,617.2723350513152,James Bouknight,2273,nba,,True,,24.0,2000-09-18,FA,2.0,,76.0,190.0,UConn,,True
405.0,Kai Jones,23.9,LAC,C,611.9373188854406,Kai Jones,2271,nba,23.0,True,C,23.0,2001-01-19,TWO-WAY,2.0,5.0,83.0,221.0,Texas,LAC,True
406.0,AJ Green,25.2,MIL,"PG,SG",606.6154593695755,AJ Green,2417,nba,20.0,True,SG,25.0,1999-09-27,ACT,2.0,2.0,76.0,190.0,Northern Iowa,MIL,True
407.0,Jevon Carter,29.2,CHI,"PG,SG",601.3066917722608,Jevon Carter,1925,nba,5.0,True,PG,29.0,1995-09-14,ACT,6.0,5.0,73.0,200.0,West Virginia,CHI,True
408.0,JT Thor,22.3,CLE,PF,596.0109518385816,JT Thor,2272,nba,15.0,True,PF,22.0,2002-08-26,TWO-WAY,3.0,5.0,81.0,203.0,Auburn,CLE,True
409.0,Christian Koloko,24.4,LAL,C,590.7281757855126,Christian Koloko,2473,nba,10.0,True,C,24.0,2000-06-20,TWO-WAY,1.0,3.0,84.0,230.0,Arizona,LAL,True
410.0,Colby Jones,22.5,SAC,SG,585.458300297305,Colby Jones,2616,nba,20.0,True,SF,22.0,2002-05-28,ACT,1.0,3.0,78.0,205.0,Xavier,SAC,True
411.0,Sidy Cissoko,20.7,SA,"SF,PF",580.20126252093,Sidy Cissoko,2622,nba,25.0,True,SG,20.0,2004-04-02,ACT,1.0,6.0,78.0,220.0,,SAS,True
412.0,Nassir Little,24.8,MIA,"SF,PF",574.9570000615804,Nassir Little,2101,nba,,True,,24.0,2000-02-11,FA,5.0,,78.0,220.0,North Carolina,,True
413.0,Kobi Simmons,27.4,FA,PG,569.7254509782379,Kobi Simmons,1795,nba,,True,,27.0,1997-07-04,FA,2.0,,77.0,180.0,Arizona,,True
414.0,Joshua Primo,21.9,FA,SG,564.5065537792707,Joshua Primo,2287,nba,,True,,21.0,2002-12-24,FA,2.0,,76.0,189.0,Alabama,,True
415.0,Dalen Terry,22.4,CHI,"SG,SF",559.3002474181012,Dalen Terry,2433,nba,25.0,True,SF,22.0,2002-07-12,ACT,2.0,2.0,79.0,195.0,Arizona,CHI,True
416.0,Mason Plumlee,34.7,PHO,C,554.1064712889256,Mason Plumlee,1175,nba,22.0,True,C,34.0,1990-03-05,ACT,11.0,3.0,82.0,254.0,Duke,PHX,True
417.0,Jalen Pickett,25.1,DEN,"PG,SG",548.9251652224757,Jalen Pickett,2619,nba,24.0,True,PG,25.0,1999-10-22,ACT,1.0,5.0,74.0,202.0,Penn State,DEN,True
418.0,Rayan Rupert,20.5,POR,"SG,SF",543.7562694818389,Rayan Rupert,2615,nba,21.0,True,SF,20.0,2004-05-31,ACT,1.0,3.0,78.0,185.0,,POR,True
419.0,Maxi Kleber,32.8,DAL,"PF,C",538.5997247583236,Maxi Kleber,1852,nba,42.0,True,PF,32.0,1992-01-29,ACT,7.0,2.0,82.0,240.0,,DAL,True
420.0,David Roddy,23.7,ATL,"SF,PF",533.4554721673758,David Roddy,2443,nba,8.0,True,PF,23.0,2001-03-27,ACT,2.0,4.0,76.0,255.0,Colorado State,ATL,True
421.0,Jock Landale,29.1,HOU,C,528.3234532445531,Jock Landale,2317,nba,2.0,True,C,29.0,1995-10-25,ACT,3.0,3.0,83.0,255.0,Saint Mary's,HOU,True
422.0,Trey Lyles,29.1,SAC,"PF,C",523.2036099415218,Trey Lyles,1640,nba,41.0,True,C,29.0,1995-11-05,ACT,9.0,5.0,81.0,234.0,Kentucky,SAC,True
423.0,Kyle Lowry,38.7,PHI,PG,518.0958846221365,Kyle Lowry,1322,nba,7.0,True,PG,38.0,1986-03-25,ACT,18.0,2.0,72.0,196.0,Villanova,PHI,True
424.0,Taurean Prince,30.7,MIL,"SG,SF",513.0002200585241,Taurean Prince,1704,nba,12.0,True,SF,30.0,1994-03-22,ACT,8.0,1.0,78.0,218.0,Baylor,MIL,True
